title,price,region,property_size_sqm,bedrooms,bathrooms,furnishing,listing_by,user_id,is_owner,can_view_contacts,status,property_url,description,property_address,estate_name,condition,toilets,seller_or_agent_name,time_on_jiji
3bdrm Apartment in Kileleshwa for Sale,18500000,"Nairobi, Kileleshwa",200,3,4,Unfurnished,,1518131,False,True,active,/kileleshwa/houses-apartments-for-sale/3bdrm-apartment-in-kileleshwa-for-sale-53n9X0bjdFUivM3thmKnqgGo.html,,"Nairobi, Kileleshwa, 5 hours ago",,Fairly Used,,Afriland Valuers Limited,6 y 1 m on Jiji
"5bdrm Maisonette in Muigai Estate, Kitengela for sale",11500000,"Kajiado, Kitengela",200,5,5,Unfurnished,Agent,3122869,False,True,active,/kitengela/houses-apartments-for-sale/5bdrm-maisonette-in-muigai-estate-kitengela-for-sale-r2TQwy6pSLezaFWUbiwNbP31.html,,"Kajiado, Kitengela, 2 hours ago",,Uncompleted Building,5,LOYMAX PROPERTIES LTD,4 y 5 m on Jiji
4bdrm Condo in Lavington for Sale,24500000,"Nairobi, Lavington",248,4,5,Semi-Furnished,,1967279,False,True,active,/lavington/houses-apartments-for-sale/4bdrm-condo-in-lavington-for-sale-ps6AVACZBUFMQhoRUyLEc2af.html,,"Nairobi, Lavington, 5 hours ago",,Under construction,,Floh homes,6 y on Jiji
"2bdrm Apartment in Kingara Road, Lavington for sale",11600000,"Nairobi, Lavington",110,2,2,Unfurnished,,6317676,False,True,active,/lavington/houses-apartments-for-sale/2bdrm-apartment-in-kingara-road-lavington-for-sale-3QMoly5Ch9ZKsz2JGMIsF1dj.html,,"Nairobi, Lavington, 5 hours ago",,Under construction,2,Urbancore Limited,2 m on Jiji
"2bdrm Apartment in Rock Hyrax Hotel, Section 58 for sale",5400000,"London, Section 58",850,2,2,Unfurnished,,2223137,False,True,active,/section-58/houses-apartments-for-sale/2bdrm-apartment-in-rock-hyrax-hotel-section-58-for-sale-39sjqpSBF4oXd5FEVvRAyEhL.html,,"Nakuru, London, Section 58, 2 hours ago",,Fairly Used,2,Bonny Bonny,5 y 5 m on Jiji
2bdrm Apartment in Kileleshwa for sale,13500000,"Nairobi, Kileleshwa",145,2,4,Unfurnished,Developer,2237195,False,True,active,/kileleshwa/houses-apartments-for-sale/2bdrm-apartment-in-kileleshwa-for-sale-d14NPRUcpOCCKk55w446HIFu.html,,"Nairobi, Kileleshwa, 2 hours ago",,Newly-Built,,SPLENDOR HOLDINGS,5 y 5 m on Jiji
2bdrm Apartment in Kilimani for sale,9000000,"Nairobi, Kilimani",80,2,3,Unfurnished,,1440182,False,True,active,/kilimani/houses-apartments-for-sale/2bdrm-apartment-in-kilimani-for-sale-B7PZD6ed2t8JRleQSIZl1SCW.html,,"Nairobi, Kilimani, 2 hours ago",,Under construction,,Leissure Homes Kenya,6 y 1 m on Jiji
1bdrm Apartment in Westlands for sale,7300000,"Nairobi, Westlands",58,1,1,Unfurnished,,1440182,False,True,active,/westlands/houses-apartments-for-sale/1bdrm-apartment-in-westlands-for-sale-6nvpuJbjG2Hg0X8TthvMJmpT.html,,"Nairobi, Westlands, 2 hours ago",,Under construction,1,Leissure Homes Kenya,6 y 1 m on Jiji
"3bdrm Bungalow in Casuarina, Town Centre for sale",15000000,"Malindi, Town Centre",100,3,3,Unfurnished,,1428976,False,True,active,/town-centre/houses-apartments-for-sale/3bdrm-bungalow-in-casuarina-town-centre-for-sale-wdc9rgFEQOqvDM99HYs3Lybc.html,,"Kilifi, Malindi, Town Centre, 2 hours ago",,Fairly Used,,Array Real Estate ltd,6 y 1 m on Jiji
5bdrm Maisonette in Nyali for Sale,110000000,"Mombasa, Nyali",4500,5,5,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-sale/5bdrm-maisonette-in-nyali-for-sale-tjxMZZ09Kx2DwwHReRUJd9h.html,,"Mombasa, Nyali, 1 hour ago",,Fairly Used,,SAFI REEF HOMES,6 y 1 m on Jiji
"3bdrm Apartment in Appletree, Syokimau for sale",9000000,"Machakos, Syokimau",143,3,2,Unfurnished,Owner,6181567,False,True,active,/syokimau-mulolongo/houses-apartments-for-sale/3bdrm-apartment-in-appletree-syokimau-for-sale-b31onpBAJDTAp93LPFIdWLZU.html,,"Machakos, Syokimau, 2 hours ago",,Fairly Used,2,Greentown,4 m on Jiji
3bdrm Bungalow in Kitengela for sale,7500000,"Kajiado, Kitengela",140,3,4,Unfurnished,,6172983,False,True,active,/kitengela/houses-apartments-for-sale/3bdrm-bungalow-in-kitengela-for-sale-sL2ePmKN7vz29ePyVlke70Q.html,,"Kajiado, Kitengela, 2 hours ago",,Newly-Built,4,MK PROPERTIES,5 m on Jiji
3bdrm Bungalow in Kitengela for sale,7000000,"Kajiado, Kitengela",145,3,3,Unfurnished,,6172983,False,True,active,/kitengela/houses-apartments-for-sale/3bdrm-bungalow-in-kitengela-for-sale-d14bkkcfZj1n7CkigZgyMk4O.html,,"Kajiado, Kitengela, 2 hours ago",,Newly-Built,3,MK PROPERTIES,5 m on Jiji
1bdrm Apartment in Mawanga for sale,42000000,"Bahati, Mawanga",5000,1,1,Unfurnished,Agent,419161,False,True,active,/mawanga/houses-apartments-for-sale/1bdrm-apartment-in-mawanga-for-sale-hcF1lYpbzmelXyxbIlahXQW0.html,,"Nakuru, Bahati / Nakuru, Mawanga, 5 hours ago",,Newly-Built,1,Omaira Realtors,6 y 1 m on Jiji
3bdrm Apartment in Kileleshwa for sale,23500000,"Nairobi, Kileleshwa",203,3,4,Unfurnished,,1108755,False,True,active,/kileleshwa/houses-apartments-for-sale/3bdrm-apartment-in-kileleshwa-for-sale-fLY3Rs4H43IoSs1DmFGaMRnM.html,,"Nairobi, Kileleshwa, 2 hours ago",,Fairly Used,4,Craiova Realtors,6 y 1 m on Jiji
"3bdrm Bungalow in Mugutha, Ruiru for sale",13000000,"Kiambu, Ruiru",180,3,3,Unfurnished,Agent,3195412,False,True,active,/ruiru/houses-apartments-for-sale/3bdrm-bungalow-in-mugutha-ruiru-for-sale-kBsGPXWUauLQamcKi7khxYTT.html,,"Kiambu, Ruiru, 2 hours ago",,Newly-Built,4,Jayhenrys Holdings,4 y 4 m on Jiji
"3bdrm Bungalow in Mugutha, Ruiru for sale",11000000,"Kiambu, Ruiru",150,3,3,Semi-Furnished,Agent,3195412,False,True,active,/ruiru/houses-apartments-for-sale/3bdrm-bungalow-in-mugutha-ruiru-for-sale-aU6PeKU2ivv6gAQADvMXdkXR.html,,"Kiambu, Ruiru, 2 hours ago",,Newly-Built,4,Jayhenrys Holdings,4 y 4 m on Jiji
5bdrm House in Kamakis for sale,9500000,"Ruiru, Kamakis",200,5,3,Unfurnished,Agent,3195412,False,True,active,/kamakis/houses-apartments-for-sale/5bdrm-house-in-kamakis-for-sale-93yjURnA1bwf1uNSBcjiNYQ4.html,,"Kiambu, Ruiru, Kamakis, 2 hours ago",,Newly-Built,3,Jayhenrys Holdings,4 y 4 m on Jiji
"3bdrm Duplex in Exeter Pearl, Kilimani for sale",35000000,"Nairobi, Kilimani",251,3,3,Unfurnished,,3390036,False,True,active,/kilimani/houses-apartments-for-sale/3bdrm-duplex-in-exeter-pearl-kilimani-for-sale-8pTIVClIy6bwpr0bZQxKyDzc.html,,"Nairobi, Kilimani, 2 hours ago",,Fairly Used,4,Collins Ochieng,4 y 2 m on Jiji
"4bdrm Maisonette in Kahawa Sukari Estate, Kiambu / Kiambu for Sale",55000000,"Kiambu, Kiambu / Kiambu ",5000,4,4,Unfurnished,,2260468,False,True,active,/kiambu-kiambu/houses-apartments-for-sale/4bdrm-maisonette-in-kahawa-sukari-estate-kiambu-kiambu-for-sale-jWdeWng15KqLklOOaatlfv3B.html,,"Kiambu, Kiambu / Kiambu , 2 hours ago",,Newly-Built,,Bedan Kamau,5 y 5 m on Jiji
3bdrm Maisonette in Westlands for sale,38000000,"Nairobi, Westlands",180,3,3,Unfurnished,,1957277,False,True,active,/westlands/houses-apartments-for-sale/3bdrm-maisonette-in-westlands-for-sale-kmR1eanYYJMFOaHI3YnWOM3w.html,,"Nairobi, Westlands, 2 hours ago",,Renovated,3,Simon,6 y on Jiji
3bdrm Bungalow in Kiserian for sale,7300000,"Kajiado, Kiserian",190,3,3,Unfurnished,,1316707,False,True,active,/kiserian/houses-apartments-for-sale/3bdrm-bungalow-in-kiserian-for-sale-nhGXmt6TXov2IEuL99v6S4IG.html,,"Kajiado, Kiserian, 2 hours ago",,Newly-Built,4,Zewi Properties,6 y 1 m on Jiji
"5bdrm Townhouse/Terrace in Mugutha Palmview, Ruiru for sale",22000000,"Kiambu, Ruiru",369,5,5,Unfurnished,,2804062,False,True,active,/ruiru/houses-apartments-for-sale/5bdrm-townhouse-terrace-in-mugutha-palmview-ruiru-for-sale-lnIXs0kvSIleM7lQbul8KUxU.html,,"Kiambu, Ruiru, 2 hours ago",,Newly-Built,5,jpert properties,4 y 9 m on Jiji
5bdrm Townhouse/Terrace in Kenyatta Road for sale,16500000,"Juja, Kenyatta Road / Theta ",345,5,5,Unfurnished,Agent,2804062,False,True,active,/theta/houses-apartments-for-sale/5bdrm-townhouse-terrace-in-kenyatta-road-for-sale-pDo3dFGUOzjDYSdc5Hl2Vk8k.html,,"Kiambu, Juja, Kenyatta Road / Theta , 2 hours ago",,Newly-Built,6,jpert properties,4 y 9 m on Jiji
"20bdrm Apartment in Kirigiti, Kiambu CBD for sale",65000000,"Kiambu / Kiambu , Kiambu CBD",1000,20,20,Unfurnished,Agent,2804062,False,True,active,/kiambu-cbd/houses-apartments-for-sale/20bdrm-apartment-in-kirigiti-kiambu-cbd-for-sale-MVq5Dz75VlDghFkBJ6a6vVQ.html,,"Kiambu, Kiambu / Kiambu , Kiambu CBD, 2 hours ago",,Fairly Used,,jpert properties,4 y 9 m on Jiji
"Mini Flat in Matangi, Ruiru for sale",9500000,"Kiambu, Ruiru",166,3,3,Unfurnished,,2804062,False,True,active,/ruiru/houses-apartments-for-sale/mini-flat-in-matangi-ruiru-for-sale-tOAOnEVb8rSFAhZvtcnKn66E.html,,"Kiambu, Ruiru, 2 hours ago",,Newly-Built,4,jpert properties,4 y 9 m on Jiji
5bdrm Mansion in Runda for sale,155000000,"Nairobi, Runda",450,5,5,Unfurnished,Agent,2035639,False,True,active,/karura/houses-apartments-for-sale/5bdrm-mansion-in-runda-for-sale-147BaKDJUYC60Nv5Z5R0xcc6.html,,"Nairobi, Runda, 2 hours ago",,Fairly Used,6,Mimshakh Dunamis Global Ltd,5 y 10 m on Jiji
"3bdrm Bungalow in Kanisani, Nkoroi for sale",6300000,"Ongata Rongai, Nkoroi",130,3,3,Unfurnished,,1901674,False,True,active,/nkoroi/houses-apartments-for-sale/3bdrm-bungalow-in-kanisani-nkoroi-for-sale-aXg6CkuTFSsgzkVVXmmo5N9j.html,,"Kajiado, Ongata Rongai, Nkoroi, 2 hours ago",,Fairly Used,3,Homely Realtors,6 y 1 m on Jiji
5bdrm House in Nyali Mkomani for sale,130000000,"Nyali, Nyali Mkomani",465,5,5,Unfurnished,Agent,1934304,False,True,active,/nyali-mkomani/houses-apartments-for-sale/5bdrm-house-in-nyali-mkomani-for-sale-cG51muErZTvHhAsrnibM51lo.html,,"Mombasa, Nyali, Nyali Mkomani, 2 hours ago",,Fairly Used,,Kruss,6 y 1 m on Jiji
4bdrm House in Nyali for sale,60000000,"Mombasa, Nyali",5000,4,4,Unfurnished,Agent,1934304,False,True,active,/nyali/houses-apartments-for-sale/4bdrm-house-in-nyali-for-sale-tOac8rs5uU819Bx17awdUuUw.html,,"Mombasa, Nyali, 2 hours ago",,Fairly Used,4,Kruss,6 y 1 m on Jiji
Furnished 3bdrm Apartment in Shanzu for sale,14200000,"Mombasa, Shanzu",100,3,2,Furnished,,1940862,False,True,active,/shanzu/houses-apartments-for-sale/furnished-3bdrm-apartment-in-shanzu-for-sale-f14c8XvJi1XdfuRQPlimW3MV.html,,"Mombasa, Shanzu, 5 hours ago",,Newly-Built,2,Peter Kihiu,6 y on Jiji
"3bdrm Villa in Riat Hill Villas, North West Kisumu for sale",48000000,"Kisumu, North West Kisumu",624,3,2,Unfurnished,,5306537,False,True,active,/north-west-kisumu/houses-apartments-for-sale/3bdrm-villa-in-riat-hill-villas-north-west-kisumu-for-sale-tHDd1XXQZxkCPk7I6SFQiXnf.html,,"Kisumu, North West Kisumu, 2 hours ago",,Off-Plan,,Tysons Limited,1 y 10 m on Jiji
2bdrm Apartment in Kiambu for sale,8900000,"Kiambu, Kiambu / Kiambu ",250,2,2,Unfurnished,,2503554,False,True,active,/kiambu-kiambu/houses-apartments-for-sale/2bdrm-apartment-in-kiambu-for-sale-n7zEpARNsiOHlrAw9r15C1eF.html,,"Kiambu, Kiambu / Kiambu , 2 hours ago",,Newly-Built,,Afrique Properties Ltd,5 y on Jiji
"1bdrm Apartment in Othaya Rd, Kileleshwa for sale",6800000,"Nairobi, Kileleshwa",65,1,1,Semi-Furnished,Agent,1967279,False,True,active,/kileleshwa/houses-apartments-for-sale/1bdrm-apartment-in-othaya-rd-kileleshwa-for-sale-kNI161KIjWOxdWp3smExrLwB.html,,"Nairobi, Kileleshwa, 5 hours ago",,Under construction,1,Floh homes,6 y on Jiji
"4bdrm Mansion in Kamangu, Kikuyu for sale",13500000,"Kiambu, Kikuyu",460,4,4,Unfurnished,,1151020,False,True,active,/kikuyu/houses-apartments-for-sale/4bdrm-mansion-in-kamangu-kikuyu-for-sale-BioZxNhzcl82fHTPmBWQeosR.html,,"Kiambu, Kikuyu, 2 hours ago",,Fairly Used,,Pro-Property Solutions Ltd,6 y 1 m on Jiji
House For Sale In Citypark,85000000,"Nairobi, Parklands/Highridge",,4,4,Unfurnished,,1202708,False,True,active,/parklands-highridge/houses-apartments-for-sale/house-for-sale-in-citypark-kW9ZJbHAYXyGISYBZZVnljK4.html,,"Nairobi, Parklands/Highridge, 2 hours ago",,,,Jimoh Motors And Properties,6 y 1 m on Jiji
"3bdrm Bungalow in Yukos Namelok Pcea, Kitengela for sale",4300000,"Kajiado, Kitengela",5000,3,2,Unfurnished,Agent,3848379,False,True,active,/kitengela/houses-apartments-for-sale/3bdrm-bungalow-in-yukos-namelok-pcea-kitengela-for-sale-ngNziPcqcF0B9DpK8YvhuS5D.html,,"Kajiado, Kitengela, 5 hours ago",,Uncompleted Building,2,Ati Care Homes Ltd,3 y 7 m on Jiji
3bdrm Bungalow in Ruiru for sale,11500000,"Kiambu, Ruiru",144,3,3,Unfurnished,Agent,3195412,False,True,active,/ruiru/houses-apartments-for-sale/3bdrm-bungalow-in-ruiru-for-sale-aTKL1v4LAwKW6lvpvhf7mKdj.html,,"Kiambu, Ruiru, 2 hours ago",,Newly-Built,3,Jayhenrys Holdings,4 y 4 m on Jiji
3bdrm Apartment in Ruaka for sale,11500000,"Kiambu, Ruaka",150,3,3,Unfurnished,,2237195,False,True,active,/ruaka-banana/houses-apartments-for-sale/3bdrm-apartment-in-ruaka-for-sale-acipWNAZgGyGpgeaoPCTCML3.html,,"Kiambu, Ruaka, 2 hours ago",,Newly-Built,,SPLENDOR HOLDINGS,5 y 5 m on Jiji
2bdrm Bungalow in Mtwapa for sale,9000000,"Kilifi, Mtwapa",200,2,2,Unfurnished,Agent,373045,False,True,active,/mtwapa/houses-apartments-for-sale/2bdrm-bungalow-in-mtwapa-for-sale-C0OMMBgBCFzHcE2Zr6CZ0MdG.html,,"Kilifi, Mtwapa, 2 hours ago",,Fairly Used,2,FURAHA PROPERTIES,6 y 1 m on Jiji
Furnished 2bdrm Apartment in Shanzu for sale,10000000,"Mombasa, Shanzu",100,2,1,Furnished,Agent,373045,False,True,active,/shanzu/houses-apartments-for-sale/furnished-2bdrm-apartment-in-shanzu-for-sale-zSLCclUXyKrEXzw6S5yEUgnP.html,,"Mombasa, Shanzu, 2 hours ago",,Fairly Used,1,FURAHA PROPERTIES,6 y 1 m on Jiji
5bdrm House in Kahawa Sukari for sale,50000000,"Kahawa, Kahawa Sukari",1012,5,4,Unfurnished,,3390036,False,True,active,/kahawa-sukari/houses-apartments-for-sale/5bdrm-house-in-kahawa-sukari-for-sale-pihgOrmm1KLNdwDXoK7JWPEx.html,,"Nairobi, Kahawa, Kahawa Sukari, 2 hours ago",,Fairly Used,5,Collins Ochieng,4 y 2 m on Jiji
4bdrm Maisonette in Membley for sale,22000000,"Ruiru, Membley Estate",132,4,4,Unfurnished,,2804062,False,True,active,/membley-estate/houses-apartments-for-sale/4bdrm-maisonette-in-membley-for-sale-442JbVRoL0vuXEGfgd6tppaB.html,,"Kiambu, Ruiru, Membley Estate, 2 hours ago",,Newly-Built,,jpert properties,4 y 9 m on Jiji
3bdrm Bungalow in Matasia for sale,6300000,"Ngong, Matasia",166,3,2,Unfurnished,,2804062,False,True,active,/matasia/houses-apartments-for-sale/3bdrm-bungalow-in-matasia-for-sale-z3OeyxXNgJ43Z9X9B3wuDm6b.html,,"Kajiado, Ngong, Matasia, 2 hours ago",,Newly-Built,3,jpert properties,4 y 9 m on Jiji
"1bdrm Apartment in Kisauni, Mshomoroni for sale",12500000,"Kisauni, Mshomoroni",100,1,1,Unfurnished,Agent,1548366,False,True,active,/mshomoroni/houses-apartments-for-sale/1bdrm-apartment-in-kisauni-mshomoroni-for-sale-pJADr8EklaxWplN5n3I5SgrA.html,,"Mombasa, Kisauni, Mshomoroni, 2 hours ago",,Fairly Used,1,Amor Homes,6 y 1 m on Jiji
"3bdrm Apartment in Kileleshw, Kileleshwa for sale",11500000,"Nairobi, Kileleshwa",120,3,2,Semi-Furnished,,5078665,False,True,active,/kileleshwa/houses-apartments-for-sale/3bdrm-apartment-in-kileleshw-kileleshwa-for-sale-iT0AlQZUoPnzgIaU0PS1Tgnf.html,,"Nairobi, Kileleshwa, 2 hours ago",,Under construction,,Clakson Property,2 y 2 m on Jiji
2bdrm House in Kilimani for sale,16500000,"Nairobi, Kilimani",129,2,3,Unfurnished,Developer,6184152,False,True,active,/kilimani/houses-apartments-for-sale/2bdrm-house-in-kilimani-for-sale-hRSqPvsDbFgOma8qKMnKxIOi.html,,"Nairobi, Kilimani, 2 hours ago",,Newly-Built,3,kenya car hub,4 m on Jiji
"Furnished 4bdrm Bungalow in Kenol, Kimorori/Wempa for Sale",8500000,"Murang'a, Kimorori/Wempa",5000,4,2,Furnished,,2487048,False,True,active,/kimorori-wempa/houses-apartments-for-sale/furnished-4bdrm-bungalow-in-kenol-kimorori-wempa-for-sale-aN3hMmBJj2IXrC2rFPmOxvk1.html,,"Murang'a, Kimorori/Wempa, 2 hours ago",,Fairly Used,,Miliki Investments properties,5 y 1 m on Jiji
Furnished 2bdrm Block of Flats in Ruaka Estate for Sale,90000000,"Kiambu, Ruaka",3200,2,2,Furnished,,2097158,False,True,active,/ruaka-banana/houses-apartments-for-sale/furnished-2bdrm-block-of-flats-in-ruaka-estate-for-sale-4UFmFT5DW7oIFncjB5sFPeym.html,,"Kiambu, Ruaka, 2 hours ago",,Newly-Built,,Chris Mwangi,5 y 8 m on Jiji
"1bdrm Block of Flats in Cleansheilf, Kahawa Wendani for Sale",72000000,"Kahawa, Kahawa Wendani",3800,1,1,Semi-Furnished,,2097158,False,True,active,/kahawa-wendani/houses-apartments-for-sale/1bdrm-block-of-flats-in-cleansheilf-kahawa-wendani-for-sale-jEAG7P6TIkhQYNJgoFNphaqM.html,,"Nairobi, Kahawa, Kahawa Wendani, 2 hours ago",,Fairly Used,,Chris Mwangi,5 y 8 m on Jiji
2bdrm Apartment in Westlands for sale,11850000,"Nairobi, Westlands",104,2,2,Unfurnished,,1108755,False,True,active,/westlands/houses-apartments-for-sale/2bdrm-apartment-in-westlands-for-sale-b3acKQ8A7Nj3OECV25DC8eeX.html,,"Nairobi, Westlands, 2 hours ago",,Under construction,2,Craiova Realtors,6 y 1 m on Jiji
"5bdrm Villa in Elimi, Lavington for sale",85000000,"Nairobi, Lavington",600,5,5,Unfurnished,Agent,2877684,False,True,active,/lavington/houses-apartments-for-sale/5bdrm-villa-in-elimi-lavington-for-sale-avHi9wcRBL4ydnE5uobXp1hw.html,,"Nairobi, Lavington, 5 hours ago",,Newly-Built,6,Finest Home Real Estate,4 y 8 m on Jiji
6bdrm Mansion in Lavington for sale,55000000,"Nairobi, Lavington",220,6,6,Unfurnished,,2163321,False,True,active,/lavington/houses-apartments-for-sale/6bdrm-mansion-in-lavington-for-sale-sC38wEqTuxcbu0QANn9XZPkE.html,,"Nairobi, Lavington, 2 hours ago",,Newly-Built,6,comfort,5 y 7 m on Jiji
House For Sale In Kiambu County,65000000,"Nairobi, Parklands/Highridge",,10,5,Semi-Furnished,,1202708,False,True,active,/parklands-highridge/houses-apartments-for-sale/house-for-sale-in-kiambu-county-pI18xXK5AcN92Xz50M3bsKf2.html,,"Nairobi, Parklands/Highridge, 2 hours ago",,,,Jimoh Motors And Properties,6 y 1 m on Jiji
3bdrm Apartment in Lavington for sale,23000000,"Nairobi, Lavington",172,3,3,Unfurnished,,1440182,False,True,active,/lavington/houses-apartments-for-sale/3bdrm-apartment-in-lavington-for-sale-aKsq4SECUHbGepoURKW1etZ0.html,,"Nairobi, Lavington, 2 hours ago",,Newly-Built,3,Leissure Homes Kenya,6 y 1 m on Jiji
2bdrm Apartment in Westlands for sale,11700000,"Nairobi, Westlands",87,2,2,Unfurnished,,1440182,False,True,active,/westlands/houses-apartments-for-sale/2bdrm-apartment-in-westlands-for-sale-i5IDyH5URWNX6OtlaFpISNdl.html,,"Nairobi, Westlands, 2 hours ago",,Off-Plan,2,Leissure Homes Kenya,6 y 1 m on Jiji
4bdrm Villa in Loresho for sale,96000000,"Westlands, Loresho",651,4,5,Unfurnished,,1440182,False,True,active,/loresho/houses-apartments-for-sale/4bdrm-villa-in-loresho-for-sale-tKtbg6UAChKTwWRvjIec1DLU.html,,"Nairobi, Westlands, Loresho, 2 hours ago",,Newly-Built,4,Leissure Homes Kenya,6 y 1 m on Jiji
"2bdrm Block of Flats in Block Of Apartment, Kikuyu for sale",30000000,"Kiambu, Kikuyu",80,2,2,Unfurnished,Agent,1428976,False,True,active,/kikuyu/houses-apartments-for-sale/2bdrm-block-of-flats-in-block-of-apartment-kikuyu-for-sale-8OMSoGuTwvrjHZCO7xv3NN6K.html,,"Kiambu, Kikuyu, 2 hours ago",,Uncompleted Building,2,Array Real Estate ltd,6 y 1 m on Jiji
"4bdrm Mansion in Karen Garden, Kalimoni for sale",13500000,"Juja, Kalimoni",480,4,4,Semi-Furnished,,2849158,False,True,active,/kalimoni/houses-apartments-for-sale/4bdrm-mansion-in-karen-garden-kalimoni-for-sale-wQbd6XmikZDRYVPVk9fZjQbU.html,,"Kiambu, Juja, Kalimoni, 2 hours ago",,Newly-Built,,Easton kenya,4 y 9 m on Jiji
"1bdrm Apartment in Siaya Park, Kileleshwa for sale",8500000,"Nairobi, Kileleshwa",89,1,1,Unfurnished,Agent,2849158,False,True,active,/kileleshwa/houses-apartments-for-sale/1bdrm-apartment-in-siaya-park-kileleshwa-for-sale-8c1Worv4lPS6NRhUhfcr81pl.html,,"Nairobi, Kileleshwa, 2 hours ago",,Fairly Used,1,Easton kenya,4 y 9 m on Jiji
5bdrm Mansion in Utawala for sale,14000000,"Nairobi, Utawala",987,5,5,Unfurnished,Agent,2849158,False,True,active,/utawala/houses-apartments-for-sale/5bdrm-mansion-in-utawala-for-sale-BM0foYojkTKDUWmEtpnLOb3f.html,,"Nairobi, Utawala, 2 hours ago",,Under construction,4,Easton kenya,4 y 9 m on Jiji
"3bdrm Apartment in Lavington, Valley Arcade for sale",24500000,"Lavington, Valley Arcade",207,3,4,Unfurnished,Agent,4594030,False,True,active,/valley-arcade/houses-apartments-for-sale/3bdrm-apartment-in-lavington-valley-arcade-for-sale-eNC2aoJIZjmPQerYNk17AwOg.html,,"Nairobi, Lavington, Valley Arcade, 2 hours ago",,Newly-Built,4,PATTO AGENT,2 y 9 m on Jiji
Furnished 9bdrm Mansion in Heart of Runda for Sale,95000000,"Nairobi, Runda",800,9,5,Furnished,,2097158,False,True,active,/karura/houses-apartments-for-sale/furnished-9bdrm-mansion-in-heart-of-runda-for-sale-112mjtztf9p4mMLy7ihHmj6E.html,,"Nairobi, Runda, 2 hours ago",,Fairly Used,,Chris Mwangi,5 y 8 m on Jiji
1bdrm Block of Flats in Kasarani Street for sale,39000000,"Nairobi, Kasarani",3200,1,1,Semi-Furnished,Developer,2097158,False,True,active,/kasarani/houses-apartments-for-sale/1bdrm-block-of-flats-in-kasarani-street-for-sale-qb0LeYNGpcO6zWbUvnGz1CO7.html,,"Nairobi, Kasarani, 2 hours ago",,Fairly Used,1,Chris Mwangi,5 y 8 m on Jiji
"1bdrm Block of Flats in Waiteithia Estate, Thika for sale",30000000,"Kiambu, Thika",2800,1,1,Semi-Furnished,Agent,2097158,False,True,active,/thika/houses-apartments-for-sale/1bdrm-block-of-flats-in-waiteithia-estate-thika-for-sale-i9sVUzeIoKKJgvnycJoRHcQy.html,,"Kiambu, Thika, 2 hours ago",,Newly-Built,1,Chris Mwangi,5 y 8 m on Jiji
1bdrm Block of Flats in Mwiki Estate for sale,43000000,"Nairobi, Mwiki",3200,1,1,Semi-Furnished,Developer,2097158,False,True,active,/mwiki/houses-apartments-for-sale/1bdrm-block-of-flats-in-mwiki-estate-for-sale-cjM6i2QHMEZQNsrujOOxb7tf.html,,"Nairobi, Mwiki, 2 hours ago",,Newly-Built,1,Chris Mwangi,5 y 8 m on Jiji
"3bdrm Bungalow in Lukenya Hills, Athi River for sale",11000000,"Machakos, Athi River",105,3,3,Unfurnished,Agent,2877684,False,True,active,/athi-river/houses-apartments-for-sale/3bdrm-bungalow-in-lukenya-hills-athi-river-for-sale-Begyd63I1tIJLuXW7apIo4Fj.html,,"Machakos, Athi River, 5 hours ago",,Fairly Used,2,Finest Home Real Estate,4 y 8 m on Jiji
"3bdrm Bungalow in Four - Way Gardens, Ngong for sale",7800000,"Kajiado, Ngong",160,3,2,Unfurnished,,1151020,False,True,active,/ngong/houses-apartments-for-sale/3bdrm-bungalow-in-four-way-gardens-ngong-for-sale-rsYcZ9MvyB0QYsyoZWSil1Lw.html,,"Kajiado, Ngong, 2 hours ago",,Fairly Used,2,Pro-Property Solutions Ltd,6 y 1 m on Jiji
EXECUTIVE BUNGALOW FOR SALE,5900000,"Nairobi, Parklands/Highridge",,3,1,,,1202708,False,True,active,/parklands-highridge/houses-apartments-for-sale/executive-bungalow-for-sale-plny6FSdAfL6HQI5lz2wc4BS.html,,"Nairobi, Parklands/Highridge, 2 hours ago",,,,Jimoh Motors And Properties,6 y 1 m on Jiji
House for Sale in Runda,75000000,"Nairobi, Parklands/Highridge",,4,3,Semi-Furnished,,1202708,False,True,active,/parklands-highridge/houses-apartments-for-sale/house-for-sale-in-runda-k2KSBv9yTpeYfCHHM6n6J5Ie.html,,"Nairobi, Parklands/Highridge, 2 hours ago",,,,Jimoh Motors And Properties,6 y 1 m on Jiji
4bdrm Bungalow in Shanzu for sale,45000000,"Mombasa, Shanzu",400,4,4,Unfurnished,,373045,False,True,active,/shanzu/houses-apartments-for-sale/4bdrm-bungalow-in-shanzu-for-sale-pzNpL6U60gqM5xFFcTKiXZQc.html,,"Mombasa, Shanzu, 2 hours ago",,Fairly Used,,FURAHA PROPERTIES,6 y 1 m on Jiji
5bdrm House in Tudor for Sale,58000000,"Mombasa, Tudor",4000,5,3,Unfurnished,,373045,False,True,active,/tudor/houses-apartments-for-sale/5bdrm-house-in-tudor-for-sale-31BHi0uLT2HQN3Qaqfi7P4z.html,,"Mombasa, Tudor, 2 hours ago",,Fairly Used,,FURAHA PROPERTIES,6 y 1 m on Jiji
